source_file,month,crop_year,calendar_year,as_of_date,State Code,County Code,Crop Code,State,County,State County Code,Crop,Crop Type,Intended Use,Irrigation Practice,Planted Acres,Volunteer Acres,Failed Acres,Prevented Acres,Not Planted Acres,Planted and Failed Acres,crop_normalized
2026_September_2026.zip,September,2026,2026,2026-09-01,01,045,0021,Alabama,Dale,1045,"COTTON, UPLAND",,Blank,N,9711.08,0,0,0,0,9711.08,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,047,0021,Alabama,Dallas,1047,"COTTON, UPLAND",,Blank,I,1179.15,0,0,0,0,1179.15,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,047,0021,Alabama,Dallas,1047,"COTTON, UPLAND",,Blank,N,11056.6,0,0,188.25,0,11056.6,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,049,0021,Alabama,DeKalb,1049,"COTTON, UPLAND",,Blank,N,3053.44,0,0,0,0,3053.44,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,051,0021,Alabama,Elmore,1051,"COTTON, UPLAND",,Blank,I,378.46,0,0,0,0,378.46,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,051,0021,Alabama,Elmore,1051,"COTTON, UPLAND",,Blank,N,6119.78,0,0,0,0,6119.78,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,053,0021,Alabama,Escambia,1053,"COTTON, UPLAND",,Blank,I,1427.57,0,0,0,0,1427.57,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,053,0021,Alabama,Escambia,1053,"COTTON, UPLAND",,Blank,N,13545.31,0,0,711.6,0,13545.31,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,055,0021,Alabama,Etowah,1055,"COTTON, UPLAND",,Blank,I,336.59,0,0,0,0,336.59,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,055,0021,Alabama,Etowah,1055,"COTTON, UPLAND",,Blank,N,3353.33,0,0,0,0,3353.33,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,057,0021,Alabama,Fayette,1057,"COTTON, UPLAND",,Blank,I,376.35,0,0,0,0,376.35,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,057,0021,Alabama,Fayette,1057,"COTTON, UPLAND",,Blank,N,1591.88,0,0,161.49,0,1591.88,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,059,0021,Alabama,Franklin,1059,"COTTON, UPLAND",,Blank,I,30,0,0,0,0,30,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,059,0021,Alabama,Franklin,1059,"COTTON, UPLAND",,Blank,N,1023.81,0,0,0,0,1023.81,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,061,0021,Alabama,Geneva,1061,"COTTON, UPLAND",,Blank,I,2650.47,0,0,0,0,2650.47,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,061,0021,Alabama,Geneva,1061,"COTTON, UPLAND",,Blank,N,19307.93,0,0,0,0,19307.93,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,063,0021,Alabama,Greene,1063,"COTTON, UPLAND",,Blank,N,1170.06,0,0,265.29,0,1170.06,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,065,0021,Alabama,Hale,1065,"COTTON, UPLAND",,Blank,I,1348.67,0,0,0,0,1348.67,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,065,0021,Alabama,Hale,1065,"COTTON, UPLAND",,Blank,N,615.33,0,0,0,0,615.33,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,067,0021,Alabama,Henry,1067,"COTTON, UPLAND",,Blank,I,3118.32,0,0,0,0,3118.32,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,067,0021,Alabama,Henry,1067,"COTTON, UPLAND",,Blank,N,14083.68,0,0,0,0,14083.68,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,069,0021,Alabama,Houston,1069,"COTTON, UPLAND",,Blank,I,7148.25,0,0,0,0,7148.25,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,069,0021,Alabama,Houston,1069,"COTTON, UPLAND",,Blank,N,22961.46,0,0,0,0,22961.46,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,071,0021,Alabama,Jackson,1071,"COTTON, UPLAND",,Blank,I,290.41,0,0,0,0,290.41,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,071,0021,Alabama,Jackson,1071,"COTTON, UPLAND",,Blank,N,4049.67,0,0,0,0,4049.67,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,075,0021,Alabama,Lamar,1075,"COTTON, UPLAND",,Blank,I,398.74,0,0,0,0,398.74,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,075,0021,Alabama,Lamar,1075,"COTTON, UPLAND",,Blank,N,1507.88,0,0,152.54,0,1507.88,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,077,0021,Alabama,Lauderdale,1077,"COTTON, UPLAND",,Blank,N,16787.5,0,0,0,0,16787.5,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,079,0021,Alabama,Lawrence,1079,"COTTON, UPLAND",,Blank,I,2042.79,0,5,0,0,2047.79,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,079,0021,Alabama,Lawrence,1079,"COTTON, UPLAND",,Blank,N,13849.04,0,12.2,0,0,13861.240000000002,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,081,0021,Alabama,Lee,1081,"COTTON, UPLAND",,Blank,I,153.84,0,0,0,0,153.84,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,081,0021,Alabama,Lee,1081,"COTTON, UPLAND",,Blank,N,1536.41,0,0,621.34,0,1536.41,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,083,0021,Alabama,Limestone,1083,"COTTON, UPLAND",,Blank,I,5351.01,0,15.2,0,0,5366.21,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,083,0021,Alabama,Limestone,1083,"COTTON, UPLAND",,Blank,N,20075.34,0,218.88,277.4,0,20294.22,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,085,0021,Alabama,Lowndes,1085,"COTTON, UPLAND",,Blank,I,1186.64,0,0,0,0,1186.64,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,085,0021,Alabama,Lowndes,1085,"COTTON, UPLAND",,Blank,N,1656.06,0,0,0,0,1656.06,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,087,0021,Alabama,Macon,1087,"COTTON, UPLAND",,Blank,I,341,0,0,0,0,341,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,087,0021,Alabama,Macon,1087,"COTTON, UPLAND",,Blank,N,521.93,0,0,106.34,0,521.93,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,089,0021,Alabama,Madison,1089,"COTTON, UPLAND",,Blank,I,5012.68,0,50.27,0,0,5062.950000000001,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,089,0021,Alabama,Madison,1089,"COTTON, UPLAND",,Blank,N,17845.96,0,156.94,0,0,18002.899999999998,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,091,0021,Alabama,Marengo,1091,"COTTON, UPLAND",,Blank,I,236.06,0,0,0,0,236.06,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,091,0021,Alabama,Marengo,1091,"COTTON, UPLAND",,Blank,N,6965.49,0,0,0,0,6965.49,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,093,0021,Alabama,Marion,1093,"COTTON, UPLAND",,Blank,N,1025.45,0,0,0,0,1025.45,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,095,0021,Alabama,Marshall,1095,"COTTON, UPLAND",,Blank,N,32.4,0,0,0,0,32.4,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,097,0021,Alabama,Mobile,1097,"COTTON, UPLAND",,Blank,I,907.43,0,0,0,0,907.43,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,097,0021,Alabama,Mobile,1097,"COTTON, UPLAND",,Blank,N,5628.44,0,0,92.02,0,5628.44,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,099,0021,Alabama,Monroe,1099,"COTTON, UPLAND",,Blank,I,92,0,0,0,0,92,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,099,0021,Alabama,Monroe,1099,"COTTON, UPLAND",,Blank,N,5944.91,0,0,275.71,0,5944.91,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,101,0021,Alabama,Montgomery,1101,"COTTON, UPLAND",,Blank,N,3370.14,0,0,0,0,3370.14,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,103,0021,Alabama,Morgan,1103,"COTTON, UPLAND",,Blank,N,657.84,0,0,0,0,657.84,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,105,0021,Alabama,Perry,1105,"COTTON, UPLAND",,Blank,I,394.79,0,0,0,0,394.79,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,105,0021,Alabama,Perry,1105,"COTTON, UPLAND",,Blank,N,5657.62,0,0,0,0,5657.62,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,107,0021,Alabama,Pickens,1107,"COTTON, UPLAND",,Blank,I,172.03,0,0,0,0,172.03,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,107,0021,Alabama,Pickens,1107,"COTTON, UPLAND",,Blank,N,1370.2,0,0,35.47,0,1370.2,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,109,0021,Alabama,Pike,1109,"COTTON, UPLAND",,Blank,I,312.34,0,0,0,0,312.34,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,109,0021,Alabama,Pike,1109,"COTTON, UPLAND",,Blank,N,5114.54,0,0,0,0,5114.54,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,111,0021,Alabama,Randolph,1111,"COTTON, UPLAND",,Blank,N,92.2,0,0,0,0,92.2,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,113,0021,Alabama,Russell,1113,"COTTON, UPLAND",,Blank,I,1181,0,0,0,0,1181,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,113,0021,Alabama,Russell,1113,"COTTON, UPLAND",,Blank,N,2128.53,0,0,520.75,0,2128.53,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,115,0021,Alabama,St. Clair,1115,"COTTON, UPLAND",,Blank,I,43.69,0,0,0,0,43.69,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,115,0021,Alabama,St. Clair,1115,"COTTON, UPLAND",,Blank,N,50.38,0,0,0,0,50.38,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,117,0021,Alabama,Shelby,1117,"COTTON, UPLAND",,Blank,I,301.86,0,0,0,0,301.86,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,117,0021,Alabama,Shelby,1117,"COTTON, UPLAND",,Blank,N,3275.19,0,0,0,0,3275.19,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,119,0021,Alabama,Sumter,1119,"COTTON, UPLAND",,Blank,N,160.2,0,0,0,0,160.2,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,121,0021,Alabama,Talladega,1121,"COTTON, UPLAND",,Blank,I,2172.02,0,0,0,0,2172.02,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,121,0021,Alabama,Talladega,1121,"COTTON, UPLAND",,Blank,N,5583.32,0,0,0,0,5583.32,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,123,0021,Alabama,Tallapoosa,1123,"COTTON, UPLAND",,Blank,I,414.43,0,0,0,0,414.43,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,123,0021,Alabama,Tallapoosa,1123,"COTTON, UPLAND",,Blank,N,421.56,0,0,0,0,421.56,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,125,0021,Alabama,Tuscaloosa,1125,"COTTON, UPLAND",,Blank,I,97,0,0,29.5,0,97,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,125,0021,Alabama,Tuscaloosa,1125,"COTTON, UPLAND",,Blank,N,1840.36,0,0,112.5,0,1840.36,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,01,131,0021,Alabama,Wilcox,1131,"COTTON, UPLAND",,Blank,N,1084.29,0,0,282.68,0,1084.29,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,04,003,0021,Arizona,Cochise,4003,"COTTON, UPLAND",,Blank,I,4875.28,0,0,0,0,4875.28,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,04,009,0021,Arizona,Graham,4009,"COTTON, UPLAND",,Blank,I,1130.78,0,0,4339.42,0,1130.78,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,04,009,0022,Arizona,Graham,4009,"COTTON, ELS",,Blank,I,12845.43,0,0,534.84,0,12845.43,"Cotton, ELS"
2026_September_2026.zip,September,2026,2026,2026-09-01,04,011,0021,Arizona,Greenlee,4011,"COTTON, UPLAND",,Blank,I,311.91,0,0,0,0,311.91,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,04,012,0021,Arizona,La Paz,4012,"COTTON, UPLAND",,Blank,I,3552.37,0,0,319.72,0,3552.37,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,04,013,0021,Arizona,Maricopa,4013,"COTTON, UPLAND",,Blank,I,5326.23,0,0,11444.23,0,5326.23,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,04,019,0021,Arizona,Pima,4019,"COTTON, UPLAND",,Blank,I,7426.75,0,0,0,0,7426.75,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,04,021,0021,Arizona,Pinal,4021,"COTTON, UPLAND",,Blank,I,43954.24,0,0,58245.19,0,43954.24,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,04,021,0022,Arizona,Pinal,4021,"COTTON, ELS",,Blank,I,220.93,0,0,3287.09,0,220.93,"Cotton, ELS"
2026_September_2026.zip,September,2026,2026,2026-09-01,04,027,0021,Arizona,Yuma,4027,"COTTON, UPLAND",,Blank,I,9643.55,0,185,394.78,0,9828.55,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,04,027,0022,Arizona,Yuma,4027,"COTTON, ELS",,Blank,I,45.99,0,0,0,0,45.99,"Cotton, ELS"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,003,0021,Arkansas,Ashley,5003,"COTTON, UPLAND",,Blank,I,16346.27,0,0,189.75,0,16346.27,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,017,0021,Arkansas,Chicot,5017,"COTTON, UPLAND",,Blank,I,14663.96,0,0,0,0,14663.96,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,017,0021,Arkansas,Chicot,5017,"COTTON, UPLAND",,Blank,N,651.13,0,0,0,0,651.13,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,019,0021,Arkansas,Clark,5019,"COTTON, UPLAND",,Blank,I,509.64,0,0,703.2,0,509.64,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,019,0021,Arkansas,Clark,5019,"COTTON, UPLAND",,Blank,N,90.21,0,0,0,0,90.21,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,021,0021,Arkansas,Clay,5021,"COTTON, UPLAND",,Blank,I,46401.03,0,382.31,184.57,0,46783.34,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,021,0021,Arkansas,Clay,5021,"COTTON, UPLAND",,Blank,N,196.73,0,0,43.81,0,196.73,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,031,0021,Arkansas,Craighead,5031,"COTTON, UPLAND",,Blank,I,80908.77,0,0,62.38,0,80908.77,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,031,0021,Arkansas,Craighead,5031,"COTTON, UPLAND",,Blank,N,533.22,0,0,0,0,533.22,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,035,0021,Arkansas,Crittenden,5035,"COTTON, UPLAND",,Blank,I,10335.9,0,0,188.6,0,10335.9,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,035,0021,Arkansas,Crittenden,5035,"COTTON, UPLAND",,Blank,N,3034.03,0,0,0,0,3034.03,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,037,0021,Arkansas,Cross,5037,"COTTON, UPLAND",,Blank,I,12514.28,0,0,120.39,0,12514.28,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,041,0021,Arkansas,Desha,5041,"COTTON, UPLAND",,Blank,I,46053.24,0,0,36.16,0,46053.24,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,041,0021,Arkansas,Desha,5041,"COTTON, UPLAND",,Blank,N,78.92,0,0,0,0,78.92,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,043,0021,Arkansas,Drew,5043,"COTTON, UPLAND",,Blank,I,12280.33,0,0,0,0,12280.33,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,055,0021,Arkansas,Greene,5055,"COTTON, UPLAND",,Blank,I,7205.17,0,0,0,0,7205.17,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,055,0021,Arkansas,Greene,5055,"COTTON, UPLAND",,Blank,N,181.48,0,0,0,0,181.48,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,059,0021,Arkansas,Hot Spring,5059,"COTTON, UPLAND",,Blank,I,482.51,0,0,118.53,0,482.51,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,063,0021,Arkansas,Independence,5063,"COTTON, UPLAND",,Blank,N,133.24,0,0,0,0,133.24,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,067,0021,Arkansas,Jackson,5067,"COTTON, UPLAND",,Blank,I,2126.6,0,0,0,0,2126.6,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,067,0021,Arkansas,Jackson,5067,"COTTON, UPLAND",,Blank,N,96.3,0,0,0,0,96.3,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,069,0021,Arkansas,Jefferson,5069,"COTTON, UPLAND",,Blank,I,16500.51,0,0,530.77,0,16500.51,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,069,0021,Arkansas,Jefferson,5069,"COTTON, UPLAND",,Blank,N,75.44,0,0,0,0,75.44,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,073,0021,Arkansas,Lafayette,5073,"COTTON, UPLAND",,Blank,I,1553.01,0,0,0,0,1553.01,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,073,0021,Arkansas,Lafayette,5073,"COTTON, UPLAND",,Blank,N,621.12,0,0,0,0,621.12,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,075,0021,Arkansas,Lawrence,5075,"COTTON, UPLAND",,Blank,I,1264.3,0,0,0,0,1264.3,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,075,0021,Arkansas,Lawrence,5075,"COTTON, UPLAND",,Blank,N,135.14,0,0,0,0,135.14,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,077,0021,Arkansas,Lee,5077,"COTTON, UPLAND",,Blank,I,41897.69,0,0,231.61,0,41897.69,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,077,0021,Arkansas,Lee,5077,"COTTON, UPLAND",,Blank,N,3519.8,0,0,33.23,0,3519.8,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,079,0021,Arkansas,Lincoln,5079,"COTTON, UPLAND",,Blank,I,25663.18,0,0,0,0,25663.18,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,079,0021,Arkansas,Lincoln,5079,"COTTON, UPLAND",,Blank,N,244.08,0,0,0,0,244.08,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,081,0021,Arkansas,Little River,5081,"COTTON, UPLAND",,Blank,I,260.33,0,0,0,0,260.33,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,085,0021,Arkansas,Lonoke,5085,"COTTON, UPLAND",,Blank,I,9287.93,0,0,0,0,9287.93,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,091,0021,Arkansas,Miller,5091,"COTTON, UPLAND",,Blank,I,3649.86,0,0,4618.84,0,3649.86,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,091,0021,Arkansas,Miller,5091,"COTTON, UPLAND",,Blank,N,302.39,0,0,428.86,0,302.39,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,093,0021,Arkansas,Mississippi,5093,"COTTON, UPLAND",,Blank,I,71822.74,0,512.61,0,0,72335.35,"Cotton, Upland"
2026_September_2026.zip,September,2026,2026,2026-09-01,05,093,0021,Arkansas,Mississippi,5093,"COTTON, UPLAND",,Blank,N,4809.88,0,407.91,0,0,5217.79,"Cotton, Upland"
